experiment_id,name,family,metric_namespace,oos.sharpe,oos.total_return,oos.max_drawdown,notes
4dd4d0f9d5f2413ab0959ba765d23048,server_walk_forward_001,walk_forward,oos,0.5856731858188372,0.44261387200961444,-0.2554973080017515,
e265ad48738c43ad8d8bd09afeb3fe0e,server_walk_forward_text_001,text_ablation,oos,0.5631287992995602,0.4204116818392387,-0.25897222589016666,
14d4afe9734843e0b7da0b1478fb3791,server_walk_forward_text_002,text_ablation,oos,0.5786804887548506,0.44281625204881014,-0.2646777959406936,
130fba2d8db944c9902a9b27177af9df,server_walk_forward_text_003,text_ablation,oos,0.5647016877646798,0.4210711311791575,-0.25897222589016655,
