date,symbol,side,quantity,price,trade_value,commission
2020-06-24,SPY,sell,-1.3928042212979338e-10,289.3030668,-4.029425326734781e-08,4.029425326734781e-12
2020-06-25,SPY,sell,-137.3158558095166,283.3606611,-38909.911681696896,3.89099116816969
2020-06-26,SPY,buy,0.013730212559700139,285.9345906,3.925942707108837,0.0003925942707108837
2020-06-29,SPY,buy,1.3728839675714082e-06,281.49314649999997,0.00038645742781107963,3.864574278110796e-08
2020-06-30,SPY,buy,1.3727466929024745e-10,283.8963868,3.8971782610666176e-08,3.897178261066618e-12
2020-07-01,SPY,buy,1.3726094319620531e-14,289.1029074,3.96825377504892e-12,3.9682537750489205e-16
2020-07-07,SPY,buy,132.07815091653382,294.5384509,38902.09396869229,3.8902093968692286
2020-07-08,SPY,sell,-0.013243508468133557,293.7446226,-3.890209396871796,0.0003890209396871796
2020-07-09,SPY,sell,-1.3149333404777545e-06,295.8484122,-0.0003890209409291856,3.890209409291856e-08
2020-07-10,SPY,sell,-1.3254408755613956e-10,293.4666504,-3.8897269405424595e-08,3.889726940542459e-12
2020-07-13,SPY,sell,-2.4341543256735265e-14,298.9111059,-7.275957614183425e-12,7.275957614183425e-16
2020-09-11,SPY,sell,-132.07811390439025,313.55364149999997,-41413.573577173345,4.141357357717334
2020-09-14,SPY,buy,0.01320649074138421,315.17451429999994,4.1623493050232145,0.00041623493050232143
2020-09-15,SPY,buy,1.3205170224333086e-06,318.5768545,0.00042068615932050945,4.2068615932050945e-08
2020-09-16,SPY,buy,1.3203849839353641e-10,318.93689049999995,4.211194810392374e-08,4.211194810392374e-12
2020-09-17,SPY,buy,1.3202529586382316e-14,311.521149,4.112867186456313e-12,4.1128671864563136e-16
2020-10-05,SPY,buy,131.40337170782672,315.1005069,41405.26903350532,4.140526903350532
2020-10-06,SPY,sell,-0.012994244912345965,318.64313250000004,-4.140526903342106,0.0004140526903342106
2020-10-07,SPY,sell,-1.306282283800561e-06,316.9702998,-0.0004140526871196925,4.140526871196925e-08
2020-10-08,SPY,sell,-1.2883436344094186e-10,321.4008567,-4.140747478231788e-08,4.140747478231788e-12
2020-10-09,SPY,sell,-2.246022230535648e-14,323.94860189999997,-7.275957614183426e-12,7.275957614183426e-16
2020-10-28,SPY,sell,-131.40351650815407,311.33486339999996,-40910.495862345786,4.091049586234579
2020-10-29,SPY,buy,0.01313903774705812,306.5336503,4.027557202035213,0.0004027557202035213
2020-10-30,SPY,buy,1.3137723974674177e-06,307.80677760000003,0.0004043880481642723,4.043880481642723e-08
2020-11-02,SPY,buy,1.313641033366319e-10,309.61695860000003,4.0672554144304086e-08,4.067255414430409e-12
2020-11-03,SPY,buy,1.3135096823997039e-14,312.8682837,4.109555199557274e-12,4.1095551995572744e-16
2020-11-09,SPY,buy,119.84986379231012,341.28012459999997,40902.37644833262,4.0902376448332625
2020-11-10,SPY,sell,-0.012343309141978948,331.3728594,-4.0902376448357245,0.0004090237644835724
2020-11-11,SPY,sell,-1.2242496893845112e-06,334.1015865,-0.0004090237634954974,4.0902376349549744e-08
2020-11-12,SPY,sell,-1.2271213055272142e-10,333.3446622,-4.090543370693923e-08,4.090543370693923e-12
2021-02-02,SPY,sell,-119.84950420921666,357.42525390000003,-42837.239471768386,4.2837239471768385
2021-02-03,SPY,buy,0.011983752045719607,360.11800819999996,4.31556491746722,0.000431556491746722
2021-02-04,SPY,buy,1.1982553790334998e-06,360.6170581,0.00043211132963956114,4.3211132963956116e-08
2021-02-05,SPY,buy,1.1981355654756685e-10,365.5455509,4.379731253346863e-08,4.379731253346863e-12
2021-02-08,SPY,buy,116.8426682913309,366.5496513,42828.639319148904,4.28286393191489
2021-02-09,SPY,sell,-0.011676250173478217,366.80131620000003,-4.2828639319122885,0.00042828639319122887
2021-02-10,SPY,sell,-1.1601738612778506e-06,369.15708060000003,-0.00042828639561776077,4.282863956177608e-08
2021-02-11,SPY,sell,-1.1627083053688296e-10,368.33216310000006,-4.2826286517083645e-08,4.2826286517083646e-12
2021-02-12,SPY,sell,-1.9823807258360025e-14,367.0312932,-7.275957614183426e-12,7.275957614183426e-16
2021-03-01,SPY,sell,-116.8426751483821,363.0126951,-42415.37440830797,4.241537440830797
