run_id,name,family,total_return,sharpe,max_drawdown,test_auc,oos.sharpe,oos.total_return
79b3314e7f3c4d65add4f35f8adad263,server_ma_cross_real_001,ma_cross,2.0245322981386806,1.0006571740927834,-0.20580750572921402,,,
c51833d7ac384109acfa04320afe653b,server_lgbm_001,lightgbm,,,,0.46566563419624496,,
b3b23c50e67c4ffa9ffba458100085b0,server_lgbm_gpu_001,lightgbm,,,,0.47940556503275217,,
206c1a5f41464c4689297f8c9962b581,server_ml_backtest_001,ml_backtest,68.27128572926588,2.780990149964091,-0.24642698245192562,,,
4dd4d0f9d5f2413ab0959ba765d23048,server_walk_forward_001,walk_forward,,,,,0.5856731858188372,0.44261387200961444
e265ad48738c43ad8d8bd09afeb3fe0e,server_walk_forward_text_001,walk_forward,,,,,0.5631287992995602,0.4204116818392387
14d4afe9734843e0b7da0b1478fb3791,server_walk_forward_text_002,walk_forward,,,,,0.5786804887548506,0.44281625204881014
130fba2d8db944c9902a9b27177af9df,server_walk_forward_text_003,walk_forward,,,,,0.5647016877646798,0.4210711311791575
